Tempo relativo (ms) , Temperatura (C), Umidita (%), Pressione (hPa)
8447107 ,    304.30 K ,    0.0 % ,    96.110 kPa
8448112 ,    304.31 K ,    0.0 % ,    96.111 kPa
8449119 ,    304.30 K ,    0.0 % ,    96.107 kPa
8450125 ,    304.30 K ,    0.0 % ,    96.110 kPa
8451132 ,    304.29 K ,    0.0 % ,    96.105 kPa
8452139 ,    304.29 K ,    0.0 % ,    96.106 kPa
8453145 ,    304.29 K ,    0.0 % ,    96.106 kPa
8454151 ,    304.30 K ,    0.0 % ,    96.109 kPa
8455157 ,    304.29 K ,    0.0 % ,    96.108 kPa
8456164 ,    304.29 K ,    0.0 % ,    96.107 kPa
8457170 ,    304.28 K ,    0.0 % ,    96.106 kPa
8458177 ,    304.28 K ,    0.0 % ,    96.105 kPa
8459184 ,    304.28 K ,    0.0 % ,    96.108 kPa
8460189 ,    304.29 K ,    0.0 % ,    96.108 kPa
8461196 ,    304.28 K ,    0.0 % ,    96.103 kPa
8462202 ,    304.27 K ,    0.0 % ,    96.106 kPa
8463209 ,    304.28 K ,    0.0 % ,    96.107 kPa
8464216 ,    304.28 K ,    0.0 % ,    96.107 kPa
8465221 ,    304.26 K ,    0.0 % ,    96.103 kPa
8466228 ,    304.27 K ,    0.0 % ,    96.106 kPa
8467234 ,    304.27 K ,    0.0 % ,    96.107 kPa
8468241 ,    304.27 K ,    0.0 % ,    96.106 kPa
8469248 ,    304.27 K ,    0.0 % ,    96.106 kPa
8470254 ,    304.26 K ,    0.0 % ,    96.104 kPa
8471260 ,    304.26 K ,    0.0 % ,    96.106 kPa
8472266 ,    304.26 K ,    0.0 % ,    96.100 kPa
8473273 ,    304.26 K ,    0.0 % ,    96.102 kPa
8474279 ,    304.26 K ,    0.0 % ,    96.103 kPa
8475286 ,    304.26 K ,    0.0 % ,    96.104 kPa
8476293 ,    304.25 K ,    0.0 % ,    96.104 kPa
8477298 ,    304.25 K ,    0.0 % ,    96.102 kPa
8478305 ,    304.26 K ,    0.0 % ,    96.102 kPa
8479311 ,    304.25 K ,    0.0 % ,    96.104 kPa
8480318 ,    304.24 K ,    0.0 % ,    96.102 kPa
8481325 ,    304.24 K ,    0.0 % ,    96.100 kPa
8482331 ,    304.24 K ,    0.0 % ,    96.103 kPa
8483337 ,    304.23 K ,    0.0 % ,    96.098 kPa
8484343 ,    304.23 K ,    0.0 % ,    96.096 kPa
8485350 ,    304.23 K ,    0.0 % ,    96.093 kPa
8486356 ,    304.23 K ,    0.0 % ,    96.098 kPa
8487363 ,    304.24 K ,    0.0 % ,    96.097 kPa
8488370 ,    304.22 K ,    0.0 % ,    96.097 kPa
8489375 ,    304.24 K ,    0.0 % ,    96.101 kPa
8490382 ,    304.23 K ,    0.0 % ,    96.100 kPa
8491388 ,    304.23 K ,    0.0 % ,    96.097 kPa
8492395 ,    304.22 K ,    0.0 % ,    96.095 kPa
8493402 ,    304.23 K ,    0.0 % ,    96.100 kPa
8494408 ,    304.22 K ,    0.0 % ,    96.098 kPa
8495414 ,    304.22 K ,    0.0 % ,    96.099 kPa
8496420 ,    304.22 K ,    0.0 % ,    96.095 kPa
8497427 ,    304.22 K ,    0.0 % ,    96.098 kPa
8498434 ,    304.21 K ,    0.0 % ,    96.095 kPa
8499440 ,    304.21 K ,    0.0 % ,    96.094 kPa
8500447 ,    304.21 K ,    0.0 % ,    96.093 kPa
8501452 ,    304.21 K ,    0.0 % ,    96.094 kPa
8502459 ,    304.21 K ,    0.0 % ,    96.093 kPa
8503465 ,    304.21 K ,    0.0 % ,    96.091 kPa
8504472 ,    304.20 K ,    0.0 % ,    96.092 kPa
8505479 ,    304.21 K ,    0.0 % ,    96.093 kPa
8506484 ,    304.19 K ,    0.0 % ,    96.094 kPa
8507491 ,    304.20 K ,    0.0 % ,    96.092 kPa
8508497 ,    304.19 K ,    0.0 % ,    96.091 kPa
8509504 ,    304.20 K ,    0.0 % ,    96.092 kPa
8510511 ,    304.19 K ,    0.0 % ,    96.091 kPa
8511517 ,    304.19 K ,    0.0 % ,    96.093 kPa
8512523 ,    304.19 K ,    0.0 % ,    96.096 kPa
8513529 ,    304.18 K ,    0.0 % ,    96.094 kPa
8514536 ,    304.18 K ,    0.0 % ,    96.094 kPa
8515543 ,    304.18 K ,    0.0 % ,    96.093 kPa
8516549 ,    304.18 K ,    0.0 % ,    96.092 kPa
8517556 ,    304.17 K ,    0.0 % ,    96.087 kPa
8518561 ,    304.18 K ,    0.0 % ,    96.089 kPa
8519568 ,    304.17 K ,    0.0 % ,    96.090 kPa
8520574 ,    304.18 K ,    0.0 % ,    96.089 kPa
8521581 ,    304.16 K ,    0.0 % ,    96.088 kPa
8522588 ,    304.17 K ,    0.0 % ,    96.091 kPa
8523594 ,    304.16 K ,    0.0 % ,    96.086 kPa
8524600 ,    304.17 K ,    0.0 % ,    96.088 kPa
8525606 ,    304.15 K ,    0.0 % ,    96.086 kPa
8526613 ,    304.16 K ,    0.0 % ,    96.090 kPa
8527620 ,    304.15 K ,    0.0 % ,    96.089 kPa
8528626 ,    304.16 K ,    0.0 % ,    96.089 kPa
8529632 ,    304.14 K ,    0.0 % ,    96.088 kPa
8530638 ,    304.15 K ,    0.0 % ,    96.090 kPa
8531645 ,    304.14 K ,    0.0 % ,    96.088 kPa
8532652 ,    304.14 K ,    0.0 % ,    96.090 kPa
8533658 ,    304.13 K ,    0.0 % ,    96.085 kPa
8534665 ,    304.13 K ,    0.0 % ,    96.082 kPa
8535670 ,    304.14 K ,    0.0 % ,    96.090 kPa
8536677 ,    304.13 K ,    0.0 % ,    96.086 kPa
8537683 ,    304.14 K ,    0.0 % ,    96.086 kPa
8538690 ,    304.13 K ,    0.0 % ,    96.090 kPa
8539697 ,    304.13 K ,    0.0 % ,    96.087 kPa
8540703 ,    304.12 K ,    0.0 % ,    96.085 kPa
8541709 ,    304.12 K ,    0.0 % ,    96.086 kPa
8542715 ,    304.13 K ,    0.0 % ,    96.086 kPa
8543722 ,    304.13 K ,    0.0 % ,    96.087 kPa
8544729 ,    304.11 K ,    0.0 % ,    96.084 kPa
8545735 ,    304.12 K ,    0.0 % ,    96.087 kPa
8546742 ,    304.11 K ,    0.0 % ,    96.083 kPa
8547747 ,    304.12 K ,    0.0 % ,    96.086 kPa
8548754 ,    304.11 K ,    0.0 % ,    96.085 kPa
8549761 ,    304.11 K ,    0.0 % ,    96.085 kPa
8550767 ,    304.10 K ,    0.0 % ,    96.083 kPa
8551774 ,    304.11 K ,    0.0 % ,    96.085 kPa
8552780 ,    304.11 K ,    0.0 % ,    96.082 kPa
8553786 ,    304.09 K ,    0.0 % ,    96.081 kPa
8554792 ,    304.11 K ,    0.0 % ,    96.085 kPa
8555799 ,    304.10 K ,    0.0 % ,    96.079 kPa
8556806 ,    304.11 K ,    0.0 % ,    96.083 kPa
8557812 ,    304.09 K ,    0.0 % ,    96.083 kPa
8558818 ,    304.11 K ,    0.0 % ,    96.083 kPa
8559824 ,    304.09 K ,    0.0 % ,    96.082 kPa
8560831 ,    304.09 K ,    0.0 % ,    96.080 kPa
8561838 ,    304.09 K ,    0.0 % ,    96.078 kPa
8562844 ,    304.08 K ,    0.0 % ,    96.077 kPa
8563851 ,    304.09 K ,    0.0 % ,    96.080 kPa
8564856 ,    304.08 K ,    0.0 % ,    96.078 kPa
8565863 ,    304.09 K ,    0.0 % ,    96.079 kPa
8566870 ,    304.07 K ,    0.0 % ,    96.078 kPa
8567876 ,    304.09 K ,    0.0 % ,    96.079 kPa
8568883 ,    304.07 K ,    0.0 % ,    96.075 kPa
8569889 ,    304.08 K ,    0.0 % ,    96.080 kPa
8570895 ,    304.07 K ,    0.0 % ,    96.078 kPa
8571901 ,    304.07 K ,    0.0 % ,    96.079 kPa
8572908 ,    304.07 K ,    0.0 % ,    96.083 kPa
8573915 ,    304.06 K ,    0.0 % ,    96.080 kPa
8574921 ,    304.07 K ,    0.0 % ,    96.079 kPa
8575927 ,    304.06 K ,    0.0 % ,    96.075 kPa
8576933 ,    304.06 K ,    0.0 % ,    96.078 kPa
8577940 ,    304.05 K ,    0.0 % ,    96.077 kPa
8578947 ,    304.06 K ,    0.0 % ,    96.078 kPa
8579953 ,    304.05 K ,    0.0 % ,    96.077 kPa
8580960 ,    304.06 K ,    0.0 % ,    96.075 kPa
8581965 ,    304.05 K ,    0.0 % ,    96.074 kPa
8582972 ,    304.05 K ,    0.0 % ,    96.075 kPa
8583979 ,    304.05 K ,    0.0 % ,    96.079 kPa
8584985 ,    304.04 K ,    0.0 % ,    96.078 kPa
8585992 ,    304.06 K ,    0.0 % ,    96.081 kPa
8586997 ,    304.04 K ,    0.0 % ,    96.078 kPa
8588004 ,    304.05 K ,    0.0 % ,    96.076 kPa
8589010 ,    304.04 K ,    0.0 % ,    96.079 kPa
8590017 ,    304.04 K ,    0.0 % ,    96.076 kPa
8591024 ,    304.04 K ,    0.0 % ,    96.078 kPa
8592030 ,    304.03 K ,    0.0 % ,    96.077 kPa
8593036 ,    304.03 K ,    0.0 % ,    96.080 kPa
8594042 ,    304.03 K ,    0.0 % ,    96.077 kPa
8595049 ,    304.04 K ,    0.0 % ,    96.078 kPa
8596056 ,    304.03 K ,    0.0 % ,    96.077 kPa
8597062 ,    304.03 K ,    0.0 % ,    96.075 kPa
8598068 ,    304.03 K ,    0.0 % ,    96.076 kPa
8599074 ,    304.03 K ,    0.0 % ,    96.075 kPa
8600081 ,    304.03 K ,    0.0 % ,    96.078 kPa
8601088 ,    304.02 K ,    0.0 % ,    96.075 kPa
8602094 ,    304.03 K ,    0.0 % ,    96.076 kPa
8603101 ,    304.02 K ,    0.0 % ,    96.076 kPa
8604106 ,    304.02 K ,    0.0 % ,    96.077 kPa
8605113 ,    304.01 K ,    0.0 % ,    96.074 kPa
8606119 ,    304.02 K ,    0.0 % ,    96.076 kPa
8607126 ,    304.01 K ,    0.0 % ,    96.075 kPa
8608133 ,    304.01 K ,    0.0 % ,    96.076 kPa
8609138 ,    304.02 K ,    0.0 % ,    96.073 kPa
8610145 ,    304.02 K ,    0.0 % ,    96.075 kPa
8611151 ,    304.01 K ,    0.0 % ,    96.076 kPa
8612158 ,    304.01 K ,    0.0 % ,    96.071 kPa
8613165 ,    304.00 K ,    0.0 % ,    96.073 kPa
8614171 ,    304.00 K ,    0.0 % ,    96.075 kPa
8615177 ,    304.01 K ,    0.0 % ,    96.073 kPa
8616183 ,    303.99 K ,    0.0 % ,    96.071 kPa
8617190 ,    304.00 K ,    0.0 % ,    96.072 kPa
8618196 ,    304.00 K ,    0.0 % ,    96.074 kPa
8619203 ,    304.01 K ,    0.0 % ,    96.074 kPa
8620210 ,    303.98 K ,    0.0 % ,    96.069 kPa
8621215 ,    303.99 K ,    0.0 % ,    96.073 kPa
8622222 ,    304.00 K ,    0.0 % ,    96.075 kPa
8623228 ,    303.98 K ,    0.0 % ,    96.069 kPa
8624235 ,    304.00 K ,    0.0 % ,    96.073 kPa
8625242 ,    303.98 K ,    0.0 % ,    96.072 kPa
8626247 ,    303.99 K ,    0.0 % ,    96.071 kPa
8627254 ,    303.98 K ,    0.0 % ,    96.070 kPa
8628260 ,    303.99 K ,    0.0 % ,    96.071 kPa
8629267 ,    303.97 K ,    0.0 % ,    96.071 kPa
8630274 ,    303.99 K ,    0.0 % ,    96.075 kPa
8631280 ,    303.98 K ,    0.0 % ,    96.074 kPa
8632286 ,    303.97 K ,    0.0 % ,    96.071 kPa
8633292 ,    303.98 K ,    0.0 % ,    96.071 kPa
8634299 ,    303.96 K ,    0.0 % ,    96.067 kPa
8635305 ,    303.98 K ,    0.0 % ,    96.069 kPa
8636312 ,    303.96 K ,    0.0 % ,    96.067 kPa
8637319 ,    303.97 K ,    0.0 % ,    96.070 kPa
8638324 ,    303.96 K ,    0.0 % ,    96.067 kPa
8639331 ,    303.97 K ,    0.0 % ,    96.067 kPa
8640337 ,    303.97 K ,    0.0 % ,    96.070 kPa
8641344 ,    303.96 K ,    0.0 % ,    96.068 kPa
8642351 ,    303.95 K ,    0.0 % ,    96.066 kPa
8643356 ,    303.95 K ,    0.0 % ,    96.065 kPa
8644363 ,    303.95 K ,    0.0 % ,    96.065 kPa
8645369 ,    303.95 K ,    0.0 % ,    96.066 kPa
8646376 ,    303.96 K ,    0.0 % ,    96.074 kPa
8647383 ,    303.94 K ,    0.0 % ,    96.067 kPa
8648389 ,    303.94 K ,    0.0 % ,    96.068 kPa
8649395 ,    303.95 K ,    0.0 % ,    96.070 kPa
8650401 ,    303.94 K ,    0.0 % ,    96.066 kPa
8651408 ,    303.95 K ,    0.0 % ,    96.068 kPa
8652414 ,    303.94 K ,    0.0 % ,    96.064 kPa
8653421 ,    303.94 K ,    0.0 % ,    96.064 kPa
8654427 ,    303.93 K ,    0.0 % ,    96.068 kPa
8655433 ,    303.93 K ,    0.0 % ,    96.063 kPa
8656440 ,    303.93 K ,    0.0 % ,    96.065 kPa
8657446 ,    303.93 K ,    0.0 % ,    96.064 kPa
8658453 ,    303.93 K ,    0.0 % ,    96.064 kPa
8659460 ,    303.91 K ,    0.0 % ,    96.063 kPa
8660465 ,    303.93 K ,    0.0 % ,    96.064 kPa
8661472 ,    303.92 K ,    0.2 % ,    96.063 kPa
8662478 ,    303.93 K ,    0.0 % ,    96.065 kPa
8663485 ,    303.91 K ,    0.0 % ,    96.065 kPa
8664492 ,    303.93 K ,    0.0 % ,    96.063 kPa
8665498 ,    303.90 K ,    0.0 % ,    96.062 kPa
8666504 ,    303.92 K ,    0.0 % ,    96.065 kPa
8667510 ,    303.91 K ,    0.0 % ,    96.070 kPa
8668517 ,    303.90 K ,    0.0 % ,    96.066 kPa
8669523 ,    303.91 K ,    0.0 % ,    96.066 kPa
8670530 ,    303.90 K ,    0.0 % ,    96.064 kPa
8671536 ,    303.91 K ,    0.0 % ,    96.066 kPa
8672542 ,    303.90 K ,    0.0 % ,    96.060 kPa
8673549 ,    303.90 K ,    0.0 % ,    96.063 kPa
8674555 ,    303.90 K ,    0.0 % ,    96.059 kPa
8675562 ,    303.90 K ,    0.0 % ,    96.064 kPa
8676569 ,    303.90 K ,    0.0 % ,    96.065 kPa
8677574 ,    303.89 K ,    0.0 % ,    96.060 kPa
8678581 ,    303.90 K ,    0.0 % ,    96.061 kPa
8679587 ,    303.88 K ,    0.0 % ,    96.062 kPa
8680594 ,    303.90 K ,    0.0 % ,    96.065 kPa
8681601 ,    303.88 K ,    0.0 % ,    96.064 kPa
8682606 ,    303.90 K ,    0.0 % ,    96.062 kPa
8683613 ,    303.88 K ,    0.0 % ,    96.062 kPa
8684619 ,    303.88 K ,    0.0 % ,    96.064 kPa
8685626 ,    303.89 K ,    0.0 % ,    96.064 kPa
8686632 ,    303.87 K ,    0.0 % ,    96.061 kPa
8687639 ,    303.88 K ,    0.0 % ,    96.062 kPa
8688645 ,    303.87 K ,    0.0 % ,    96.061 kPa
8689651 ,    303.89 K ,    0.0 % ,    96.063 kPa
8690658 ,    303.87 K ,    0.0 % ,    96.059 kPa
8691664 ,    303.87 K ,    0.0 % ,    96.061 kPa
8692671 ,    303.87 K ,    0.0 % ,    96.057 kPa
8693677 ,    303.88 K ,    0.0 % ,    96.063 kPa
8694683 ,    303.88 K ,    0.0 % ,    96.063 kPa
8695690 ,    303.86 K ,    0.0 % ,    96.062 kPa
8696696 ,    303.85 K ,    0.0 % ,    96.059 kPa
8697703 ,    303.86 K ,    0.0 % ,    96.059 kPa
8698710 ,    303.86 K ,    0.0 % ,    96.062 kPa
8699715 ,    303.86 K ,    0.0 % ,    96.058 kPa
8700722 ,    303.86 K ,    0.0 % ,    96.064 kPa
8701728 ,    303.85 K ,    0.0 % ,    96.060 kPa
8702735 ,    303.86 K ,    0.0 % ,    96.061 kPa
8703741 ,    303.85 K ,    0.0 % ,    96.059 kPa
8704748 ,    303.86 K ,    0.0 % ,    96.059 kPa
8705754 ,    303.83 K ,    0.0 % ,    96.059 kPa
8706760 ,    303.85 K ,    0.0 % ,    96.061 kPa
8707767 ,    303.84 K ,    0.0 % ,    96.059 kPa
8708773 ,    303.84 K ,    0.0 % ,    96.058 kPa
8709780 ,    303.85 K ,    0.0 % ,    96.061 kPa
8710787 ,    303.83 K ,    0.0 % ,    96.058 kPa
8711792 ,    303.84 K ,    0.0 % ,    96.059 kPa
8712799 ,    303.83 K ,    0.0 % ,    96.060 kPa
8713805 ,    303.83 K ,    0.0 % ,    96.056 kPa
8714812 ,    303.82 K ,    0.0 % ,    96.055 kPa
8715819 ,    303.82 K ,    0.0 % ,    96.057 kPa
8716825 ,    303.82 K ,    0.0 % ,    96.058 kPa
8717831 ,    303.82 K ,    0.0 % ,    96.057 kPa
8718837 ,    303.82 K ,    0.0 % ,    96.057 kPa
8719844 ,    303.80 K ,    0.0 % ,    96.053 kPa
8720850 ,    303.81 K ,    0.0 % ,    96.057 kPa
8721857 ,    303.81 K ,    0.0 % ,    96.054 kPa
8722863 ,    303.82 K ,    0.0 % ,    96.055 kPa
8723869 ,    303.81 K ,    0.0 % ,    96.054 kPa
8724876 ,    303.82 K ,    0.0 % ,    96.058 kPa
8725882 ,    303.81 K ,    0.0 % ,    96.052 kPa
8726889 ,    303.81 K ,    0.0 % ,    96.051 kPa
8727896 ,    303.81 K ,    0.0 % ,    96.052 kPa
8728901 ,    303.79 K ,    0.0 % ,    96.054 kPa
8729908 ,    303.80 K ,    0.0 % ,    96.055 kPa
8730914 ,    303.80 K ,    0.0 % ,    96.054 kPa
8731921 ,    303.79 K ,    0.0 % ,    96.053 kPa
8732928 ,    303.79 K ,    0.0 % ,    96.051 kPa
8733934 ,    303.80 K ,    0.0 % ,    96.055 kPa
8734940 ,    303.79 K ,    0.0 % ,    96.053 kPa
8735946 ,    303.79 K ,    0.0 % ,    96.053 kPa
8736953 ,    303.80 K ,    0.0 % ,    96.052 kPa
8737959 ,    303.78 K ,    0.0 % ,    96.051 kPa
8738966 ,    303.79 K ,    0.0 % ,    96.050 kPa
8739973 ,    303.78 K ,    0.0 % ,    96.053 kPa
8740978 ,    303.79 K ,    0.0 % ,    96.052 kPa
8741985 ,    303.77 K ,    0.0 % ,    96.054 kPa
8742991 ,    303.79 K ,    0.0 % ,    96.055 kPa
8743998 ,    303.77 K ,    0.0 % ,    96.052 kPa
8745005 ,    303.79 K ,    0.0 % ,    96.047 kPa
8746011 ,    303.77 K ,    0.0 % ,    96.049 kPa
8747017 ,    303.77 K ,    0.0 % ,    96.050 kPa
8748023 ,    303.77 K ,    0.0 % ,    96.049 kPa
8749030 ,    303.77 K ,    0.0 % ,    96.050 kPa
8750036 ,    303.77 K ,    0.0 % ,    96.050 kPa
8751043 ,    303.76 K ,    0.0 % ,    96.052 kPa
8752049 ,    303.77 K ,    0.0 % ,    96.054 kPa
8753055 ,    303.76 K ,    0.0 % ,    96.050 kPa
8754062 ,    303.77 K ,    0.0 % ,    96.053 kPa
8755068 ,    303.76 K ,    0.0 % ,    96.051 kPa
8756075 ,    303.76 K ,    0.0 % ,    96.051 kPa
8757082 ,    303.76 K ,    0.0 % ,    96.049 kPa
8758087 ,    303.76 K ,    0.0 % ,    96.050 kPa
8759094 ,    303.76 K ,    0.0 % ,    96.051 kPa
8760100 ,    303.75 K ,    0.0 % ,    96.052 kPa
8761107 ,    303.76 K ,    0.0 % ,    96.050 kPa
8762114 ,    303.74 K ,    0.0 % ,    96.047 kPa
8763120 ,    303.75 K ,    0.0 % ,    96.049 kPa
8764126 ,    303.74 K ,    0.0 % ,    96.048 kPa
8765132 ,    303.75 K ,    0.0 % ,    96.050 kPa
8766139 ,    303.73 K ,    0.0 % ,    96.046 kPa
8767145 ,    303.74 K ,    0.0 % ,    96.048 kPa
8768152 ,    303.74 K ,    0.0 % ,    96.047 kPa
8769159 ,    303.73 K ,    0.0 % ,    96.044 kPa
8770164 ,    303.74 K ,    0.0 % ,    96.049 kPa
8771171 ,    303.73 K ,    0.0 % ,    96.045 kPa
8772177 ,    303.73 K ,    0.0 % ,    96.049 kPa
8773184 ,    303.72 K ,    0.0 % ,    96.046 kPa
8774191 ,    303.73 K ,    0.0 % ,    96.046 kPa
8775197 ,    303.71 K ,    0.0 % ,    96.045 kPa
8776203 ,    303.73 K ,    0.0 % ,    96.048 kPa
8777209 ,    303.72 K ,    0.0 % ,    96.047 kPa
8778216 ,    303.72 K ,    0.0 % ,    96.047 kPa
8779223 ,    303.72 K ,    0.0 % ,    96.047 kPa
8780229 ,    303.71 K ,    0.0 % ,    96.044 kPa
8781236 ,    303.72 K ,    0.0 % ,    96.044 kPa
8782241 ,    303.70 K ,    0.0 % ,    96.045 kPa
8783248 ,    303.72 K ,    0.0 % ,    96.048 kPa
8784254 ,    303.70 K ,    0.0 % ,    96.042 kPa
8785261 ,    303.71 K ,    0.0 % ,    96.044 kPa
8786268 ,    303.70 K ,    0.0 % ,    96.041 kPa
8787273 ,    303.70 K ,    0.0 % ,    96.044 kPa
8788280 ,    303.70 K ,    0.0 % ,    96.045 kPa
8789286 ,    303.70 K ,    0.0 % ,    96.042 kPa
8790293 ,    303.70 K ,    0.0 % ,    96.042 kPa
8791300 ,    303.69 K ,    0.0 % ,    96.043 kPa
8792306 ,    303.70 K ,    0.0 % ,    96.048 kPa
8793312 ,    303.69 K ,    0.0 % ,    96.042 kPa
8794318 ,    303.70 K ,    0.0 % ,    96.047 kPa
8795325 ,    303.68 K ,    0.0 % ,    96.043 kPa
8796332 ,    303.69 K ,    0.0 % ,    96.044 kPa
8797338 ,    303.69 K ,    0.0 % ,    96.039 kPa
8798345 ,    303.69 K ,    0.0 % ,    96.042 kPa
8799350 ,    303.68 K ,    0.0 % ,    96.043 kPa
8800357 ,    303.69 K ,    0.0 % ,    96.045 kPa
8801363 ,    303.68 K ,    0.0 % ,    96.042 kPa
8802370 ,    303.67 K ,    0.0 % ,    96.043 kPa
8803377 ,    303.68 K ,    0.0 % ,    96.042 kPa
8804383 ,    303.66 K ,    0.0 % ,    96.037 kPa
8805389 ,    303.68 K ,    0.0 % ,    96.040 kPa
8806395 ,    303.67 K ,    0.0 % ,    96.040 kPa
8807402 ,    303.67 K ,    0.0 % ,    96.036 kPa
8808409 ,    303.66 K ,    0.0 % ,    96.042 kPa
8809415 ,    303.67 K ,    0.0 % ,    96.036 kPa
8810421 ,    303.67 K ,    0.0 % ,    96.039 kPa
8811427 ,    303.66 K ,    0.0 % ,    96.039 kPa
8812434 ,    303.67 K ,    0.0 % ,    96.038 kPa
8813441 ,    303.65 K ,    0.0 % ,    96.035 kPa
8814447 ,    303.66 K ,    0.0 % ,    96.038 kPa
8815454 ,    303.66 K ,    0.0 % ,    96.038 kPa
8816459 ,    303.66 K ,    0.0 % ,    96.039 kPa
8817466 ,    303.64 K ,    0.0 % ,    96.035 kPa
8818472 ,    303.66 K ,    0.0 % ,    96.036 kPa
8819479 ,    303.65 K ,    0.0 % ,    96.037 kPa
8820486 ,    303.65 K ,    0.0 % ,    96.037 kPa
8821492 ,    303.66 K ,    0.0 % ,    96.040 kPa
8822498 ,    303.64 K ,    0.0 % ,    96.035 kPa
8823504 ,    303.64 K ,    0.0 % ,    96.036 kPa
8824511 ,    303.64 K ,    0.0 % ,    96.039 kPa
8825518 ,    303.65 K ,    0.0 % ,    96.040 kPa
8826524 ,    303.64 K ,    0.0 % ,    96.037 kPa
8827531 ,    303.64 K ,    0.0 % ,    96.040 kPa
8828536 ,    303.64 K ,    0.0 % ,    96.041 kPa
8829543 ,    303.63 K ,    0.0 % ,    96.040 kPa
8830550 ,    303.63 K ,    0.0 % ,    96.042 kPa
8831556 ,    303.63 K ,    0.0 % ,    96.037 kPa
8832563 ,    303.64 K ,    0.0 % ,    96.038 kPa
8833568 ,    303.63 K ,    0.0 % ,    96.035 kPa
8834575 ,    303.63 K ,    0.0 % ,    96.034 kPa
8835581 ,    303.62 K ,    0.0 % ,    96.034 kPa
8836588 ,    303.62 K ,    0.0 % ,    96.035 kPa
8837595 ,    303.63 K ,    0.0 % ,    96.040 kPa
8838601 ,    303.62 K ,    0.0 % ,    96.040 kPa
8839607 ,    303.62 K ,    0.0 % ,    96.037 kPa
8840613 ,    303.62 K ,    0.0 % ,    96.037 kPa
8841620 ,    303.62 K ,    0.0 % ,    96.040 kPa
8842627 ,    303.61 K ,    0.0 % ,    96.033 kPa
8843633 ,    303.62 K ,    0.0 % ,    96.036 kPa
8844640 ,    303.62 K ,    0.0 % ,    96.037 kPa
8845645 ,    303.60 K ,    0.0 % ,    96.037 kPa
8846652 ,    303.62 K ,    0.0 % ,    96.037 kPa
8847659 ,    303.60 K ,    0.0 % ,    96.032 kPa
8848665 ,    303.60 K ,    0.0 % ,    96.035 kPa
8849672 ,    303.60 K ,    0.0 % ,    96.033 kPa
8850677 ,    303.61 K ,    0.0 % ,    96.036 kPa
8851684 ,    303.60 K ,    0.0 % ,    96.035 kPa
8852690 ,    303.59 K ,    0.0 % ,    96.033 kPa
8853697 ,    303.61 K ,    0.0 % ,    96.036 kPa
8854704 ,    303.60 K ,    0.0 % ,    96.035 kPa
8855710 ,    303.60 K ,    0.0 % ,    96.034 kPa
8856716 ,    303.60 K ,    0.0 % ,    96.032 kPa
8857722 ,    303.58 K ,    0.0 % ,    96.028 kPa
8858729 ,    303.59 K ,    0.0 % ,    96.032 kPa
8859736 ,    303.58 K ,    0.0 % ,    96.029 kPa
8860742 ,    303.60 K ,    0.0 % ,    96.032 kPa
8861749 ,    303.58 K ,    0.0 % ,    96.027 kPa
8862754 ,    303.58 K ,    0.0 % ,    96.028 kPa
8863761 ,    303.58 K ,    0.0 % ,    96.030 kPa
8864768 ,    303.57 K ,    0.0 % ,    96.032 kPa
8865774 ,    303.58 K ,    0.0 % ,    96.034 kPa
8866781 ,    303.57 K ,    0.0 % ,    96.031 kPa
8867786 ,    303.58 K ,    0.0 % ,    96.031 kPa
8868793 ,    303.57 K ,    0.0 % ,    96.029 kPa
8869799 ,    303.58 K ,    0.0 % ,    96.032 kPa
8870806 ,    303.57 K ,    0.0 % ,    96.032 kPa
8871813 ,    303.56 K ,    0.0 % ,    96.033 kPa
8872819 ,    303.57 K ,    0.0 % ,    96.031 kPa
8873825 ,    303.56 K ,    0.0 % ,    96.031 kPa
8874831 ,    303.57 K ,    0.0 % ,    96.033 kPa
8875838 ,    303.56 K ,    0.0 % ,    96.028 kPa
8876845 ,    303.56 K ,    0.0 % ,    96.030 kPa
8877851 ,    303.55 K ,    0.0 % ,    96.028 kPa
8878857 ,    303.55 K ,    0.0 % ,    96.028 kPa
8879863 ,    303.55 K ,    0.0 % ,    96.029 kPa
8880870 ,    303.54 K ,    0.0 % ,    96.026 kPa
8881876 ,    303.56 K ,    0.0 % ,    96.030 kPa
8882883 ,    303.55 K ,    0.0 % ,    96.029 kPa
8883890 ,    303.53 K ,    0.0 % ,    96.028 kPa
8884895 ,    303.56 K ,    0.0 % ,    96.032 kPa
8885902 ,    303.54 K ,    0.0 % ,    96.027 kPa
8886908 ,    303.54 K ,    0.0 % ,    96.027 kPa
8887915 ,    303.53 K ,    0.0 % ,    96.028 kPa
8888922 ,    303.54 K ,    0.0 % ,    96.031 kPa
8889928 ,    303.54 K ,    0.0 % ,    96.030 kPa
8890934 ,    303.53 K ,    0.0 % ,    96.027 kPa
8891940 ,    303.54 K ,    0.0 % ,    96.032 kPa
8892947 ,    303.52 K ,    0.0 % ,    96.031 kPa
8893954 ,    303.53 K ,    0.0 % ,    96.033 kPa
8894960 ,    303.52 K ,    0.0 % ,    96.028 kPa
8895967 ,    303.53 K ,    0.0 % ,    96.031 kPa
8896972 ,    303.52 K ,    0.0 % ,    96.029 kPa
8897979 ,    303.51 K ,    0.0 % ,    96.026 kPa
8898985 ,    303.52 K ,    0.0 % ,    96.029 kPa
